split,target,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
0,phase_label,0.2382586896419525,0.2043518871068954,0.3937951326370239
1,phase_label,0.2357875406742096,0.1698930561542511,0.4515792727470398
2,phase_label,0.1262578070163726,0.1402523815631866,0.4666201472282409
3,phase_label,0.2213322222232818,0.1925858557224273,0.4539507627487182
4,phase_label,0.2682217061519623,0.2406978011131286,0.4543513059616089
