test/mae,test/rmse,test/r2,split,target
0.0120146563276648,0.0172599181532859,0.9987167716026306,0,IP vs SHE (eV)
0.0122586423531174,0.0176721755415201,0.998713195323944,1,IP vs SHE (eV)
0.0141666969284415,0.0198100339621305,0.99829763174057,2,IP vs SHE (eV)
0.0124044921249151,0.0180997848510742,0.9986280798912048,3,IP vs SHE (eV)
0.0125653240829706,0.0185861084610223,0.9984457492828368,4,IP vs SHE (eV)
0.0160714965313673,0.0231719780713319,0.9984458684921264,0,EA vs SHE (eV)
0.0173485558480024,0.0254647079855203,0.9982222318649292,1,EA vs SHE (eV)
0.0172300394624471,0.0246551185846328,0.9982228875160216,2,EA vs SHE (eV)
0.0154417557641863,0.0226708985865116,0.9985856413841248,3,EA vs SHE (eV)
0.0154759902507066,0.0226926431059837,0.998563587665558,4,EA vs SHE (eV)
