test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.19128292798995972,0.15545618534088135,0.335593581199646,0,phase_label
0.16432921588420868,0.11872643232345581,0.43802374601364136,1,phase_label
0.061826664954423904,0.02919221855700016,0.2284862995147705,2,phase_label
0.25281137228012085,0.24635541439056396,0.5564271807670593,3,phase_label
0.41741877794265747,0.39439642429351807,0.405027836561203,4,phase_label
