acc,f1_macro,logloss,roc_auc
0.9893179950698439,0.9888597317715891,0.04362604602325849,0.9993521978959379
0.9753492193919474,0.9685206522711832,0.12200494404340725,0.9972931816084676
0.9835661462612982,0.9779222970499095,0.056141800169657134,0.9997674293217982
0.9860312243221035,0.9778234577790552,0.061071417594693214,0.9996783208277812
0.9909613804437141,0.9796122597515377,0.05013358129144776,0.9994168891035582
