target,split,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
Class,0,0.9798191785812378,0.9794384837150574,0.9999362230300903
Class,1,0.9667412042617798,0.9704223871231079,0.9990053176879883
Class,2,0.9717394113540649,0.9760435819625854,0.9998321533203125
Class,3,0.9814496040344238,0.9779218435287476,0.9996780753135681
Class,4,0.9838395118713379,0.9858298897743225,0.9993416666984558
