target,split,test/mae,test/r2,test/rmse
delta_optical_lumo,0,0.0557078085839748,0.7491017580032349,0.0753776952624321
delta_optical_lumo,1,0.0537075959146022,0.7633341550827026,0.0752745047211647
delta_optical_lumo,2,0.0561904236674308,0.6570166945457458,0.0907374918460846
delta_optical_lumo,3,0.0525222159922122,0.7641631364822388,0.0732720345258712
delta_optical_lumo,4,0.0524489469826221,0.7489485740661621,0.0776811391115188
optical_lumo,0,0.0630243197083473,0.9706411361694336,0.0921589359641075
optical_lumo,1,0.0640029162168502,0.9695563316345216,0.0978636220097541
optical_lumo,2,0.0633708015084266,0.9617014527320862,0.1062417775392532
optical_lumo,3,0.0584094040095806,0.971611738204956,0.0944392830133438
optical_lumo,4,0.0628105998039245,0.9704675078392028,0.0952359661459922
lumo,0,0.052883431315422,0.9831936359405518,0.075241170823574
lumo,1,0.055031631141901,0.9825034737586976,0.0787665024399757
lumo,2,0.0499482378363609,0.9830694198608398,0.075707234442234
lumo,3,0.0489857159554958,0.9864886999130248,0.0686592906713485
lumo,4,0.0520049929618835,0.982010781764984,0.0793096721172332
homo_extrapolated,0,0.085976168513298,0.9465069770812988,0.1232474148273468
homo_extrapolated,1,0.0895512700080871,0.9195932745933532,0.1585531234741211
homo_extrapolated,2,0.0876203328371048,0.8677660822868347,0.1920851469039917
homo_extrapolated,3,0.085964061319828,0.9468750357627868,0.1297841072082519
homo_extrapolated,4,0.0810155645012855,0.9510480165481568,0.1176284924149513
gap_extrapolated,0,0.1044295355677604,0.8772916197776794,0.1520830988883972
gap_extrapolated,1,0.1071064248681068,0.8494870066642761,0.1685260236263275
gap_extrapolated,2,0.1110530048608779,0.8271595239639282,0.1738674938678741
gap_extrapolated,3,0.1038859039545059,0.879166841506958,0.1523975878953933
gap_extrapolated,4,0.0978709459304809,0.8865125179290771,0.1442970931529998
homo,0,0.0566496141254901,0.9711100459098816,0.0820236206054687
homo,1,0.0586888119578361,0.9731825590133668,0.0851673781871795
homo,2,0.0551130920648574,0.9304765462875366,0.1290094703435897
homo,3,0.0550425834953784,0.9730045795440674,0.0838541835546493
homo,4,0.0589236989617347,0.965617537498474,0.0922640860080719
spectral_overlap,0,169.14170837402344,0.9597376585006714,269.34576416015625
spectral_overlap,1,169.70802307128906,0.9590342044830322,257.9140319824219
spectral_overlap,2,167.4978790283203,0.9583017826080322,268.7435607910156
spectral_overlap,3,156.1419219970703,0.9687199592590332,235.94064331054688
spectral_overlap,4,160.57652282714844,0.9672436714172364,247.9290771484375
gap,0,0.066697210073471,0.949587345123291,0.0966910421848297
gap,1,0.071458525955677,0.9368316531181335,0.1109187230467796
gap,2,0.0656032338738441,0.9332329034805298,0.1114121004939079
gap,3,0.0629024356603622,0.941178023815155,0.1064702346920967
gap,4,0.070175401866436,0.9522531628608704,0.0995124727487564
