target,split,test/mae,test/r2,test/rmse
gap_extrapolated,0,0.0711443647742271,0.9323492646217346,0.1129223853349685
gap_extrapolated,1,0.07232066988945,0.9092150926589966,0.1308840811252594
gap_extrapolated,2,0.0738586038351059,0.9082298278808594,0.1266911923885345
gap_extrapolated,3,0.0706971883773803,0.9380494356155396,0.1091208085417747
gap_extrapolated,4,0.064048632979393,0.946700930595398,0.0988879799842834
delta_optical_lumo,0,0.0367086343467235,0.8687453866004944,0.0545194335281848
delta_optical_lumo,1,0.0370704382658004,0.8652230501174927,0.0568051747977733
delta_optical_lumo,2,0.0374113246798515,0.8486968278884888,0.060266263782978
delta_optical_lumo,3,0.0359159559011459,0.8720715641975403,0.0539654642343521
delta_optical_lumo,4,0.0371290445327758,0.8334074020385742,0.0632793605327606
homo_extrapolated,0,0.060037937015295,0.9680211544036864,0.0952929183840751
homo_extrapolated,1,0.0624834038317203,0.9590166211128236,0.1131963431835174
homo_extrapolated,2,0.0593709275126457,0.9667764902114868,0.0962820276618003
homo_extrapolated,3,0.0643390342593193,0.9649412035942078,0.1054315939545631
homo_extrapolated,4,0.0602348074316978,0.9663388133049012,0.0975421294569969
optical_lumo,0,0.036713495850563,0.9876554608345032,0.0597593449056148
optical_lumo,1,0.0361926592886447,0.989674150943756,0.0569948330521583
optical_lumo,2,0.0342769771814346,0.9907604455947876,0.0521830916404724
optical_lumo,3,0.0352802984416484,0.9906954169273376,0.0540669932961463
optical_lumo,4,0.0355047695338726,0.98849219083786,0.0594492927193641
spectral_overlap,0,102.60020446777344,0.983476221561432,172.55010986328125
spectral_overlap,1,108.80979919433594,0.9822384119033812,169.8263397216797
spectral_overlap,2,111.1316375732422,0.9827520847320556,172.8414306640625
spectral_overlap,3,98.61282348632812,0.9832940697669984,172.426513671875
spectral_overlap,4,105.44429779052734,0.984115719795227,172.64865112304688
gap,0,0.0383390672504901,0.981514036655426,0.0585514493286609
gap,1,0.0400831922888755,0.9753080606460572,0.0693477839231491
gap,2,0.0382232703268528,0.9835166931152344,0.0553570687770843
gap,3,0.0378688611090183,0.9776737093925476,0.0655944049358367
gap,4,0.0371310077607631,0.9838200211524964,0.0579287484288215
lumo,0,0.0286384001374244,0.994469165802002,0.0431633442640304
lumo,1,0.0308384802192449,0.9939353466033936,0.0463733337819576
lumo,2,0.0288822893053293,0.9938358068466188,0.0456813834607601
lumo,3,0.0284724533557891,0.9948172569274902,0.0425237528979778
lumo,4,0.030493002384901,0.9923319220542908,0.0517801605165004
homo,0,0.0346675142645835,0.9846691489219666,0.0597514100372791
homo,1,0.0341652035713195,0.9873505234718324,0.0584926605224609
homo,2,0.0326962433755397,0.9903926849365234,0.0479575395584106
homo,3,0.0319496132433414,0.9899311661720276,0.0512116700410842
homo,4,0.0357013083994388,0.9835143089294434,0.0638878419995307
