target,split,test/mae,test/r2,test/rmse
bandgap_chain,0,0.35827019810676575,0.878442645072937,0.5077692866325378
bandgap_chain,1,0.316508024930954,0.9056856036186218,0.43392783403396606
bandgap_chain,2,0.3423217236995697,0.8939849138259888,0.4737616181373596
bandgap_chain,3,0.3502969443798065,0.8773003220558167,0.4993526041507721
bandgap_chain,4,0.35628506541252136,0.861193060874939,0.5367935299873352
