target,split,test/mae,test/r2,test/rmse
gap_extrapolated,0,0.2647077441215515,-0.0614877939224243,0.4473024904727936
gap_extrapolated,1,0.2543263733386993,0.3897801041603088,0.3393307030200958
gap_extrapolated,2,3.410233497619629,-101760.5859375,133.40977478027344
gap_extrapolated,3,0.2634589970111847,0.129384696483612,0.4090704619884491
gap_extrapolated,4,0.2344674468040466,0.4738557338714599,0.3106962740421295
homo_extrapolated,0,0.2138692587614059,0.2741532921791076,0.4539957046508789
homo_extrapolated,1,0.2153303474187851,0.6983155012130737,0.3071178793907165
homo_extrapolated,2,2.0868704319000244,-22758.265625,79.68956756591797
homo_extrapolated,3,0.2062641084194183,0.743329644203186,0.2852725386619568
homo_extrapolated,4,0.2071424722671508,0.7343782782554626,0.2740054130554199
delta_optical_lumo,0,0.1009164527058601,0.2322699427604675,0.1318555176258087
delta_optical_lumo,1,0.101398192346096,0.2381623387336731,0.13505519926548
delta_optical_lumo,2,2.05938720703125,-282467.34375,82.34461212158203
delta_optical_lumo,3,0.0988528877496719,0.2581157684326172,0.129957228899002
delta_optical_lumo,4,0.0974169671535492,0.3123341202735901,0.1285650730133056
gap,0,0.2261101156473159,-0.413704514503479,0.5120303630828857
gap,1,0.223266452550888,0.5270259380340576,0.3035105764865875
gap,2,3.081418037414551,-78211.1875,120.58364868164062
gap,3,0.2306024879217147,0.513420581817627,0.3062212765216827
gap,4,0.2123934626579284,0.6260737180709839,0.2784827053546905
optical_lumo,0,0.2130371183156967,0.3996619582176208,0.4167406857013702
optical_lumo,1,0.2115535885095596,0.7327923774719238,0.2899325788021087
optical_lumo,2,1.5312408208847046,-10687.7529296875,56.12644958496094
optical_lumo,3,0.2040161937475204,0.7466423511505127,0.282130628824234
optical_lumo,4,0.2055431753396988,0.7595911622047424,0.2717227935791015
lumo,0,0.2484511435031891,0.0066990852355957,0.5784411430358887
lumo,1,0.2166069597005844,0.7481914162635803,0.2988140881061554
lumo,2,5.603182792663574,-151069.65625,226.14739990234375
lumo,3,0.227586030960083,0.7309582829475403,0.3063803315162658
lumo,4,0.2096618413925171,0.7750993967056274,0.2804239392280578
spectral_overlap,0,431.573486328125,0.6898221969604492,747.594482421875
spectral_overlap,1,418.1801452636719,0.7905181646347046,583.2266845703125
spectral_overlap,2,9644.37890625,-86819.2421875,387784.0625
spectral_overlap,3,432.77581787109375,0.1938424706459045,1197.7852783203125
spectral_overlap,4,424.83935546875,0.8137331604957581,591.2176513671875
homo,0,0.1703947633504867,0.1621407270431518,0.441723883152008
homo,1,0.1665772050619125,0.7969246506690979,0.2343653589487075
homo,2,2.7297372817993164,-49341.4296875,108.68415069580078
homo,3,0.1592572629451751,0.8145861625671387,0.2197609543800354
homo,4,0.1608596295118332,0.8090051412582397,0.2174578756093979
