target,split,test/mae,test/r2,test/rmse
homo_extrapolated,0,0.1250989288091659,0.8923290967941284,0.1748551726341247
homo_extrapolated,1,0.1179686859250068,0.8861977458000183,0.1886271089315414
homo_extrapolated,2,0.1223214045166969,0.8816098570823669,0.1817523688077926
homo_extrapolated,3,0.1259181052446365,0.8808608055114746,0.1943566650152206
homo_extrapolated,4,0.1247800663113594,0.8851553201675415,0.1801701039075851
spectral_overlap,0,316.7346496582031,0.8836667537689209,457.8388366699219
spectral_overlap,1,329.7886047363281,0.8683209419250488,462.4050903320313
spectral_overlap,2,285.0339050292969,0.902820885181427,410.2663269042969
spectral_overlap,3,286.3004455566406,0.9030846953392028,415.3031005859375
spectral_overlap,4,292.985595703125,0.9062790870666504,419.3704833984375
optical_lumo,0,0.1297907680273056,0.8802673816680908,0.1861119419336319
optical_lumo,1,0.1373520940542221,0.8856757879257202,0.1896451562643051
optical_lumo,2,0.1250710636377334,0.8956931233406067,0.1753317415714264
optical_lumo,3,0.1370735019445419,0.8903651833534241,0.1855912655591964
optical_lumo,4,0.1407613456249237,0.8865814208984375,0.1866349279880523
delta_optical_lumo,0,0.0884319469332695,0.4115961790084839,0.1154334768652916
delta_optical_lumo,1,0.083723559975624,0.4997947216033935,0.1094344854354858
delta_optical_lumo,2,0.0847590640187263,0.475658118724823,0.1121908873319625
delta_optical_lumo,3,0.0818365216255188,0.4899345636367798,0.107756957411766
delta_optical_lumo,4,0.0848403573036193,0.4710755944252014,0.1127537637948989
lumo,0,0.1111228317022323,0.9246418476104736,0.15932497382164
lumo,1,0.1183068454265594,0.9201760292053224,0.1682412326335907
lumo,2,0.107538565993309,0.9335705637931824,0.1499621868133545
lumo,3,0.1076191440224647,0.9318461418151855,0.1542042195796966
lumo,4,0.1078269928693771,0.9352847337722778,0.1504260748624801
gap_extrapolated,0,0.1841393858194351,0.6653527021408081,0.2511524856090545
gap_extrapolated,1,0.1775622218847274,0.6566352844238281,0.2545410394668579
gap_extrapolated,2,0.1726452857255935,0.6407173871994019,0.2506766021251678
gap_extrapolated,3,0.1825226843357086,0.6339919567108154,0.2652346789836883
gap_extrapolated,4,0.1674036979675293,0.7121336460113525,0.2298153638839721
gap,0,0.1419925987720489,0.8041821718215942,0.1905647367238998
gap,1,0.138104498386383,0.8033832311630249,0.1956885755062103
gap,2,0.131437599658966,0.8228335380554199,0.181485503911972
gap,3,0.1360094398260116,0.7823752760887146,0.2047918140888214
gap,4,0.1346775889396667,0.8341960906982422,0.185439646244049
homo,0,0.0897001773118972,0.9268904328346252,0.1304825246334076
homo,1,0.0990136712789535,0.9126464128494264,0.1537111103534698
homo,2,0.091760516166687,0.921893835067749,0.1367409378290176
homo,3,0.0947866216301918,0.9231200218200684,0.1415096968412399
homo,4,0.0973230227828025,0.9198172688484192,0.1408979296684265
