mae,rmse,r2,target,split
0.17066584527492523,0.22959594004531372,0.720332647648706,gap_extrapolated,0
0.18566158413887024,0.25841398588819997,0.6461086366940949,gap_extrapolated,1
0.15703104436397552,0.2299710978483914,0.6976175682615708,gap_extrapolated,2
0.1860162317752838,0.25873370748171515,0.6517153967601628,gap_extrapolated,3
0.16203737258911133,0.22383835354746265,0.726912489635601,gap_extrapolated,4
