acc,f1_macro,logloss,roc_auc,target,split
0.9876746096959738,0.9821350362574792,0.06584920621520512,0.9996685462112642,Class,0
0.9786359901396877,0.9705327466735849,0.09593476472067856,0.9991270173342193,Class,1
0.9876746096959738,0.9807322230446698,0.06057872387042103,0.9996424730764861,Class,2
0.9860312243221035,0.9758860571455837,0.0576963152741028,0.9993655589067727,Class,3
0.9876746096959738,0.9813588675774276,0.06126684247124428,0.9992478299559829,Class,4
