target,split,acc,f1_macro,logloss,roc_auc
Class,0,0.9884963023829088,0.9809535822486566,0.0344943709432726,0.999922826903567
Class,1,0.9786359901396877,0.96544964798297,0.10590360901289626,0.999047622855467
Class,2,0.9868529170090387,0.98470728439009,0.06018882921259843,0.9997352418209081
Class,3,0.9909613804437141,0.9881584183493866,0.05300306852184006,0.9994388378340266
Class,4,0.9909613804437141,0.9819299247312155,0.05125300197542312,0.9992457760331621
