target,split,MAE,R2,RMSE
homo,0,0.038915134966373444,0.9851203733098045,0.05886546553261936
homo,1,0.040006037801504135,0.9856201551652096,0.062366968001727606
homo,2,0.03836758807301521,0.986522166966983,0.056802061233097056
homo,3,0.04119120538234711,0.9837669298172671,0.065023900461342
homo,4,0.04039953276515007,0.9785275354428652,0.07291094900886136
