mae,rmse,r2,target,split
0.190975472331047,0.2509957391559618,0.6603045006817283,gap,0
0.192200481891632,0.2604687289013136,0.6516646082819735,gap,1
0.1424377113580703,0.1944686110886965,0.7965798125611824,gap,2
0.185207262635231,0.261378964438308,0.6454933139026989,gap,3
0.1647339314222335,0.2268148365326125,0.7519538379047362,gap,4
0.211411103606224,0.2841749158111257,0.5715651209187326,gap_extrapolated,0
0.2164103090763092,0.2941123259813354,0.5415791201903771,gap_extrapolated,1
0.2006150335073471,0.2795579397084164,0.5531583106482192,gap_extrapolated,2
0.2201419621706009,0.3044901477679336,0.5176361722100733,gap_extrapolated,3
0.1971930712461471,0.2710525866211428,0.5995577233755655,gap_extrapolated,4
0.0961713045835495,0.1227301464590766,0.3348578991881655,delta_optical_lumo,0
0.0955599993467331,0.1221399223219096,0.3769036954387889,delta_optical_lumo,1
0.0934828445315361,0.1230271679370845,0.3694761321260701,delta_optical_lumo,2
0.0880486965179443,0.1150728928865026,0.418323827685362,delta_optical_lumo,3
0.0930941924452781,0.1209660749166743,0.3912223547687754,delta_optical_lumo,4
0.1719921082258224,0.2364374569921331,0.8031333708705968,homo_extrapolated,0
0.176185056567192,0.2526034309271621,0.7959103687373932,homo_extrapolated,1
0.1573374271392822,0.218920649654604,0.8282395182641533,homo_extrapolated,2
0.1694596111774444,0.2311012350163706,0.8315560444978962,homo_extrapolated,3
0.1690725982189178,0.2281088509787801,0.815906002551646,homo_extrapolated,4
