acc,f1_macro,logloss,roc_auc,target,split
0.9893179950698439,0.9888597317715891,0.04362604639706327,0.9993521978959381,Class,0
0.9753492193919474,0.9685206522711832,0.12200494577934366,0.9972931816084676,Class,1
0.9835661462612982,0.9779222970499095,0.05614179850148703,0.9997674293217982,Class,2
0.9860312243221035,0.9778234577790552,0.06107141634681069,0.9996783208277812,Class,3
0.9909613804437141,0.9796122597515377,0.05013358181315809,0.9994168891035582,Class,4
