target,split,acc,f1_macro,logloss,roc_auc
Class,0,0.9884963023829088,0.9853984243543639,0.05906759049885542,0.999540908814792
Class,1,0.9843878389482333,0.9757438920519366,0.10007303039352218,0.9989545927502228
Class,2,0.9843878389482333,0.9803256855326905,0.07840699207666725,0.9994153878093226
Class,3,0.9942481511914544,0.9832947343111529,0.028371441571616796,0.9998232051032547
Class,4,0.9852095316351684,0.9790328543637022,0.05899097160779849,0.9993194792299522
