mae,rmse,r2,target,split
0.1693129986524582,0.2303497524491162,0.7184932262128372,gap_extrapolated,0
0.1784061789512634,0.2480256604711949,0.6739898018987225,gap_extrapolated,1
0.1651982516050338,0.2324479112547482,0.6910691091152521,gap_extrapolated,2
0.1803221702575683,0.2541095360011435,0.6640534695285735,gap_extrapolated,3
0.1617400497198104,0.2232835449330386,0.7282645779160922,gap_extrapolated,4
0.0770833119750022,0.1016496458675892,0.5437281503958348,delta_optical_lumo,0
0.0721656754612922,0.0963718010471067,0.6120820762505192,delta_optical_lumo,1
0.0765034407377243,0.1046339348144883,0.543916258089419,delta_optical_lumo,2
0.0724434331059455,0.096663931323716,0.5895463464082802,delta_optical_lumo,3
0.0744511559605598,0.1025188062732693,0.5627411490571288,delta_optical_lumo,4
0.1149502247571945,0.1584600904826036,0.8646067850189227,gap,0
0.1159232482314109,0.1637839438932533,0.8622698371656122,gap,1
0.1199179738759994,0.1701226363858733,0.8443248618144954,gap,2
0.1257941424846649,0.1892041211887615,0.8142433722523961,gap,3
0.1204651743173599,0.1683873958679782,0.8632873308289002,gap,4
0.1223612129688263,0.1753962061361478,0.8916622244286243,homo_extrapolated,0
0.1422020941972732,0.2089465454658534,0.860359025758631,homo_extrapolated,1
0.1207660734653472,0.1700933621493418,0.8963129457911457,homo_extrapolated,2
0.1347855925559997,0.1982689449499219,0.8760175295070451,homo_extrapolated,3
0.1287846118211746,0.1810939005636357,0.8839719470501632,homo_extrapolated,4
