mae,rmse,r2,target,split
0.15910640358924866,0.20496423374416842,0.41707335299376824,Transference Number,0
0.1611069291830063,0.21422325175457105,0.45714402723542125,Transference Number,1
0.15933313965797424,0.21203456036956975,0.43690824314374876,Transference Number,2
0.16728128492832184,0.22293634532065845,0.45971797343824383,Transference Number,3
0.1554761677980423,0.21108870032233454,0.39092286578632796,Transference Number,4
