mae,rmse,r2
0.04260111600160599,0.0636046730731576,0.9860156996865497
0.04205746203660965,0.060882076940250246,0.9882175302138195
0.04051480069756508,0.05949182107628474,0.9879908460379618
0.040233682841062546,0.05816496880057716,0.9892315428780769
0.043232258409261703,0.06881102473468848,0.9845823655391435
