mae,rmse,r2,target,split
0.1256865859031677,0.1749609722742964,0.837596377810654,gap_extrapolated,0
0.1278330385684967,0.1835084575002033,0.8215362016068293,gap_extrapolated,1
0.130112737417221,0.1901299391656097,0.7933139948980782,gap_extrapolated,2
0.1323169320821762,0.1933402524027218,0.8055209708635733,gap_extrapolated,3
0.1307900696992874,0.1818087630243564,0.8198383051006386,gap_extrapolated,4
0.0885602012276649,0.1230362327454226,0.9183750084424912,gap,0
0.0983185842633247,0.1433218085626021,0.8945343683967245,gap,1
0.0844629257917404,0.1218457903765761,0.9201424261642712,gap,2
0.0912712961435318,0.1367840338561596,0.902914595159798,gap,3
0.0986985862255096,0.1373068558371138,0.9090978753076496,gap,4
0.0615137480199337,0.0830639817426452,0.6953245843172217,delta_optical_lumo,0
0.0644193962216377,0.0885322831127589,0.6726267391757879,delta_optical_lumo,1
0.0654153376817703,0.0905687529617934,0.658291134231378,delta_optical_lumo,2
0.0657919123768806,0.0890474639296781,0.6516800760000219,delta_optical_lumo,3
0.0633355677127838,0.089213853148845,0.668871841008058,delta_optical_lumo,4
0.1151410564780235,0.1588964633966253,0.9110864382686508,homo_extrapolated,0
0.1041560247540474,0.1639929862576079,0.9139812722745548,homo_extrapolated,1
0.0975929647684097,0.1409437950297443,0.9288062762529684,homo_extrapolated,2
0.1050880774855613,0.161017850844737,0.9182290682076186,homo_extrapolated,3
0.1020543053746223,0.1462781089685075,0.9242968348132052,homo_extrapolated,4
