target,split,MAE,R2,RMSE
TFSI Diffusivity,0,6.030854038385769e-09,0.9642920487520682,8.248464930938843e-09
TFSI Diffusivity,1,6.323917833839232e-09,0.9599234808018414,8.726707399331311e-09
TFSI Diffusivity,2,6.560213705597562e-09,0.9604544807592201,8.740617527266178e-09
TFSI Diffusivity,3,6.641375005500549e-09,0.9579483298701968,8.906522198386844e-09
TFSI Diffusivity,4,6.372061989168287e-09,0.9574219145292032,9.057380060387996e-09
