mae,rmse,r2,target,split
4.173567269560863e-09,5.423993990303906e-09,0.9831960740130912,Li Diffusivity,0
4.518537988218441e-09,5.789991566084419e-09,0.9807828703296042,Li Diffusivity,1
4.26663593344756e-09,5.3708704740690804e-09,0.9835229979786972,Li Diffusivity,2
4.4618579941868575e-09,5.725986801638636e-09,0.9812370744019129,Li Diffusivity,3
4.415321885886669e-09,5.841104660851017e-09,0.9805291980414307,Li Diffusivity,4
