mae,rmse,r2,target,split
0.0939741879701614,0.1389931261953883,0.8975056289895873,gap_extrapolated,0
0.0981218591332435,0.1548300536591188,0.8729576600450081,gap_extrapolated,1
0.1050896719098091,0.1580188172118947,0.8572330636592015,gap_extrapolated,2
0.1063632220029831,0.1599896716066223,0.8668282410185045,gap_extrapolated,3
0.0948350355029106,0.1374075093548904,0.897090902994828,gap_extrapolated,4
0.0517307743430137,0.0703087977918182,0.7817112819008241,delta_optical_lumo,0
0.0513788908720016,0.0726144016402499,0.7797654651155717,delta_optical_lumo,1
0.0512038506567478,0.0741979074073583,0.7706584282313085,delta_optical_lumo,2
0.050602875649929,0.0728517073407408,0.7668611405761422,delta_optical_lumo,3
0.0509740523993968,0.0743851584271014,0.7698006327362739,delta_optical_lumo,4
