target,split,MAE,R2,RMSE
bandgap_chain,0,0.3518962860107422,0.8761893102110514,0.5124544867798632
bandgap_chain,1,0.30626460909843445,0.9122918996884325,0.41845448514326233
bandgap_chain,2,0.33058932423591614,0.8930812023581881,0.47577674375006745
bandgap_chain,3,0.3256143629550934,0.888507319214713,0.4760017065921211
bandgap_chain,4,0.32989221811294556,0.8918958463672443,0.4737216354927457
