mae,rmse,r2,target,split
0.1858521848917007,0.2491354447331948,0.6653212576988361,gap,0
0.1734364926815033,0.242855074867692,0.6971826376380172,gap,1
0.1605729609727859,0.2125316445546525,0.7570358221916551,gap,2
0.1798797249794006,0.2596113277319387,0.6502719873884631,gap,3
0.1547083258628845,0.2109530849350793,0.7854337703560927,gap,4
0.2081656605005264,0.2822969606238621,0.5772089738748338,gap_extrapolated,0
0.2344336211681366,0.3171251160482721,0.4670343361381501,gap_extrapolated,1
0.2003706395626068,0.2744685353145044,0.5692798781714827,gap_extrapolated,2
0.2278954088687896,0.3080442582400711,0.5063098465485686,gap_extrapolated,3
0.2005770355463028,0.2709319580065706,0.5999140681809818,gap_extrapolated,4
0.0929766148328781,0.1212110412823413,0.3512217051113768,delta_optical_lumo,0
0.0928723663091659,0.1203019225747078,0.395515707824551,delta_optical_lumo,1
0.0910665616393089,0.1221269552421816,0.3786697113252179,delta_optical_lumo,2
0.0882197096943855,0.1148114201069747,0.4209642488656355,delta_optical_lumo,3
0.0897138118743896,0.1189773370824166,0.4110749610610464,delta_optical_lumo,4
