mae,rmse,r2,target,split
0.2040172964334488,0.2689174213782037,0.6100625534325391,gap,0
0.2203436940908432,0.2964984111453838,0.5486316038033812,gap,1
0.2128723859786987,0.2810002383573886,0.5752744285639629,gap,2
0.2062346041202545,0.279753824713251,0.5938979331536978,gap,3
0.2038415819406509,0.2716045662461334,0.644316487206158,gap,4
0.1960279643535614,0.2550288107434817,0.7709564616219295,homo_extrapolated,0
0.2044707089662552,0.2818563204114004,0.7459038769590702,homo_extrapolated,1
0.2156666964292526,0.2888852942352114,0.7009108449334447,homo_extrapolated,2
0.2106341421604156,0.2851499791958189,0.743553002866533,homo_extrapolated,3
0.2150137275457382,0.2838070054495809,0.715028400625999,homo_extrapolated,4
0.0963524281978607,0.1238572027861219,0.3225855176553219,delta_optical_lumo,0
0.1032531559467315,0.1336899411084272,0.2534870293387115,delta_optical_lumo,1
0.1024235412478447,0.1339840894534791,0.2521647552636489,delta_optical_lumo,2
0.0969714447855949,0.1275273687192225,0.2855990891588945,delta_optical_lumo,3
0.0981873497366905,0.1292824169500002,0.3046387768797741,delta_optical_lumo,4
0.2472354918718338,0.3228061420224458,0.4471632237892445,gap_extrapolated,0
0.2364425212144851,0.3147527795188652,0.4749784921259478,gap_extrapolated,1
0.2594525814056396,0.3433388613843001,0.3260061051417567,gap_extrapolated,2
0.2355267107486724,0.3200291333869348,0.467147192310401,gap_extrapolated,3
0.2442659139633178,0.3207647457234321,0.4392024675441842,gap_extrapolated,4
