target,split,MAE,R2,RMSE
Poly Diffusivity,0,2.945819810307171e-09,0.9902408504674568,4.20716028815496e-09
Poly Diffusivity,1,3.2590401488619136e-09,0.9874649030034693,4.753306804731436e-09
Poly Diffusivity,2,3.209831067607638e-09,0.989455947016258,4.387549119431022e-09
Poly Diffusivity,3,3.246303670323414e-09,0.9887974236949901,4.492914320915646e-09
Poly Diffusivity,4,3.192229591775231e-09,0.9886297139803044,4.527487463222139e-09
