target,split,MAE,R2,RMSE
bandgap_chain,0,0.4265979826450348,0.815800038627869,0.6250589819733712
bandgap_chain,1,0.40833181142807007,0.8552618658816162,0.5375512265035712
bandgap_chain,2,0.42111819982528687,0.8386855107464697,0.5844035860709467
bandgap_chain,3,0.42244401574134827,0.8341542433890506,0.5805471816541458
bandgap_chain,4,0.39174115657806396,0.8352724613026327,0.5847700823433708
