mae,rmse,r2,target,split
0.0658461079001426,0.0945567496641498,0.9517894420490304,gap,0
0.0679579228162765,0.101267284710501,0.9473468040080524,gap,1
0.0616725124418735,0.0902207230070417,0.956216784302499,gap,2
0.0592531375586986,0.0936808480092333,0.9544608649136712,gap,3
0.06669582426548,0.0952891964252728,0.9562198805010298,gap,4
0.0978402495384216,0.1454440751747193,0.8877709178507515,gap_extrapolated,0
0.1031402274966239,0.159741067048197,0.8647706040166556,gap_extrapolated,1
0.0937252640724182,0.1458098713416726,0.8784419064156501,gap_extrapolated,2
0.0986710637807846,0.1473798149748385,0.8869932906787148,gap_extrapolated,3
0.0959443151950836,0.1401687744906706,0.8929133426963931,gap_extrapolated,4
0.0509677901864051,0.0714738000281092,0.7744173612289444,delta_optical_lumo,0
0.0523766838014125,0.0740302981013124,0.771093092178598,delta_optical_lumo,1
0.051078226417303,0.0730339204551344,0.7777976257980562,delta_optical_lumo,2
0.0530256740748882,0.0730218146935489,0.7657711147604469,delta_optical_lumo,3
0.0508431494235992,0.0777202912132945,0.7486954481501735,delta_optical_lumo,4
