mae,rmse,r2
0.037613920867443085,0.05714025547725912,0.9859797673025213
0.03676656261086464,0.05701078732047569,0.9879840244059186
0.035038601607084274,0.052022157692996174,0.9886950504773449
0.0380692295730114,0.06078353514089882,0.9858150919953675
0.03813653066754341,0.06908146069857012,0.9807238888053729
