mae,rmse,r2,target,split
0.1223612129688263,0.17539620613614787,0.8916622244286243,homo_extrapolated,0
0.14220209419727325,0.20894654546585342,0.860359025758631,homo_extrapolated,1
0.12076607346534729,0.17009336214934181,0.8963129457911457,homo_extrapolated,2
0.13478559255599976,0.19826894494992195,0.8760175295070451,homo_extrapolated,3
0.12878461182117462,0.18109390056363578,0.8839719470501632,homo_extrapolated,4
