target,split,MAE,R2,RMSE
Transference Number,0,0.15829366445541382,0.4138925437133313,0.20552268208849836
Transference Number,1,0.1671702116727829,0.41815673259885466,0.22178251763527515
Transference Number,2,0.15635770559310913,0.44473279737108207,0.21055622433940216
Transference Number,3,0.16478312015533447,0.4774097809882102,0.21925588422423814
Transference Number,4,0.15484991669654846,0.394941791782493,0.21039112289318804
