mae,rmse,r2,target,split
0.18585218489170074,0.24913544473319482,0.6653212576988361,gap,0
0.1734364926815033,0.24285507486769206,0.6971826376380172,gap,1
0.16057296097278595,0.21253164455465257,0.7570358221916551,gap,2
0.17987972497940063,0.25961132773193873,0.6502719873884631,gap,3
0.15470832586288452,0.2109530849350793,0.7854337703560927,gap,4
