mae,rmse,r2,target,split
0.0265225600451231,0.04010935172915109,0.6851151267955076,TC,0
0.01808033138513565,0.028300117823194165,0.7935393092976661,TC,1
0.019780917093157768,0.031305697471338316,0.8127786361602082,TC,2
0.01861351542174816,0.036532101585241505,0.663402904860992,TC,3
0.022963907569646835,0.031496726159118686,0.7239882470187164,TC,4
