mae,rmse,r2,target,split
0.0866568833589553,0.1207378062943877,0.9213961787921476,gap,0
0.0943623557686805,0.1447156232748563,0.8924730731082289,gap,1
0.0905436500906944,0.1270086020518862,0.9132316532019652,gap,2
0.0875540748238563,0.1216857804537903,0.9231643407551184,gap,3
0.0999323353171348,0.1402298421844415,0.9051864300426228,gap,4
0.0623046196997165,0.0828971236986476,0.696547410224267,delta_optical_lumo,0
0.0619129613041877,0.0848221961458152,0.6994900069744165,delta_optical_lumo,1
0.0616560466587543,0.0884919839433841,0.6737824347459404,delta_optical_lumo,2
0.0637553930282592,0.0874573571740329,0.6640087922774585,delta_optical_lumo,3
0.0649270862340927,0.0894088325204172,0.6674228637130835,delta_optical_lumo,4
0.113252118229866,0.1572762404913029,0.9128904475307924,homo_extrapolated,0
0.1039031893014907,0.1589387990029909,0.9192016800689417,homo_extrapolated,1
0.0919526293873786,0.1330466590427117,0.9365607907610064,homo_extrapolated,2
0.1145159155130386,0.1726942316197064,0.9059396564051464,homo_extrapolated,3
0.1088857352733612,0.1583262600123974,0.9113127366781982,homo_extrapolated,4
0.1266529709100723,0.1799789428646254,0.828147138806047,gap_extrapolated,0
0.1364787518978119,0.192976119020432,0.8026463902095903,gap_extrapolated,1
0.1390716582536697,0.2026545597173572,0.76518663319204,gap_extrapolated,2
0.1423117220401764,0.2042224106464195,0.7830123390534027,gap_extrapolated,3
0.1244226098060607,0.1782586884327234,0.8268054507726765,gap_extrapolated,4
