mae,rmse,r2,target,split
0.0575026981532573,0.0786599204518366,0.7267759314757825,delta_optical_lumo,0
0.0527982078492641,0.075539140359592,0.7616671181489061,delta_optical_lumo,1
0.05555310100317,0.078590520087094,0.7426999933169078,delta_optical_lumo,2
0.0548706129193306,0.0776740889908057,0.734974574767383,delta_optical_lumo,3
0.0568111687898635,0.0822799551175908,0.7183436043297959,delta_optical_lumo,4
0.0755614265799522,0.1069038210316636,0.938376898821396,gap,0
0.0727323591709137,0.1101821679541586,0.9376682903242664,gap,1
0.0735078155994415,0.1029578421955495,0.9429817450706364,gap,2
0.0699947848916053,0.1130273332755672,0.9337096814706702,gap,3
0.0751501843333244,0.1081729941642884,0.943580751445612,gap,4
0.1106629744172096,0.1583316598718029,0.867000848530181,gap_extrapolated,0
0.1139734908938407,0.1713436539931639,0.8444127564894572,gap_extrapolated,1
0.1046581268310546,0.1603029033231237,0.8530759711785894,gap_extrapolated,2
0.1181596219539642,0.1701251819716131,0.849420645738743,gap_extrapolated,3
0.1075587123632431,0.1564213409346121,0.8666402330516508,gap_extrapolated,4
