target,split,MAE,R2,RMSE
gap_extrapolated,0,0.07114274054765701,0.9395439859355259,0.10674881756600031
gap_extrapolated,1,0.07435157895088196,0.921381013010425,0.12179928637742411
gap_extrapolated,2,0.07658273726701736,0.9155544543649569,0.12152995867323921
gap_extrapolated,3,0.0741051733493805,0.9324622366662715,0.11393554183320406
gap_extrapolated,4,0.06832364946603775,0.9420853418491227,0.1030808124735447
