target,split,MAE,R2,RMSE
lumo,0,0.03350527957081795,0.9930466697459855,0.048396664757086254
lumo,1,0.03442000597715378,0.9924200102877427,0.05184418740556505
lumo,2,0.03569887578487396,0.9920834015375741,0.05176915638246142
lumo,3,0.03440679609775543,0.9929918426851277,0.04944853268298168
lumo,4,0.03557457774877548,0.9907492685172244,0.05687325078637571
