mae,rmse,r2,target,split
0.2015601545572281,0.2666915490169611,0.6164909504346532,gap,0
0.2122518420219421,0.2807730232948363,0.5952403805633353,gap,1
0.2220263481140136,0.2931483544722986,0.5377574016378477,gap,2
0.217945784330368,0.2923782373757141,0.5564187112030086,gap,3
0.201969102025032,0.2708256365831701,0.6463536868786595,gap,4
0.201008528470993,0.2620408367935006,0.7581881902201529,homo_extrapolated,0
0.2133332639932632,0.2929210624030372,0.7255623595457585,homo_extrapolated,1
0.2040325403213501,0.2864638747054988,0.7059037180476109,homo_extrapolated,2
0.2181773781776428,0.2896255988327638,0.7354396260331478,homo_extrapolated,3
0.2127703726291656,0.2781659551533863,0.7262442153749249,homo_extrapolated,4
0.0942703336477279,0.1214749695979325,0.3483933275865363,delta_optical_lumo,0
0.1027499064803123,0.1333681013428947,0.2570769393726746,delta_optical_lumo,1
0.1014016196131706,0.1332016530892496,0.2608736095220054,delta_optical_lumo,2
0.1030469089746475,0.1333207754713324,0.2192160677158162,delta_optical_lumo,3
0.1006055921316146,0.1323627612860966,0.2711080583918112,delta_optical_lumo,4
