test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.9739096164703369,0.9728821516036987,0.9991491436958313,0,Class
0.9706846475601196,0.975193977355957,0.9985267519950867,1,Class
0.9563026428222656,0.9651459455490112,0.9996109008789062,2,Class
0.9657465815544128,0.9690449237823486,0.9994856715202332,3,Class
0.9847903251647949,0.9878193140029907,0.9994169473648071,4,Class
