test/mae,test/rmse,test/r2,split,target
0.06351251900196075,0.09647808969020844,0.9508498311042786,0,IP vs SHE (eV)
0.05832204967737198,0.10907542705535889,0.9544427990913391,1,IP vs SHE (eV)
0.03894682973623276,0.06516914814710617,0.9816563129425049,2,IP vs SHE (eV)
0.04222792014479637,0.07216344028711319,0.9788655042648315,3,IP vs SHE (eV)
0.038023293018341064,0.059445638209581375,0.9847205281257629,4,IP vs SHE (eV)
