test/mae,test/rmse,test/r2,split,target
6972.37890625,12797.8720703125,0.5854460597038269,0,Mn
9354.1005859375,26693.6796875,0.27176743745803833,1,Mn
11793.1240234375,28560.755859375,0.2955476641654968,2,Mn
6299.9638671875,26430.603515625,0.23720937967300415,3,Mn
6395.69482421875,12183.15234375,0.5464521050453186,4,Mn
