test/mae,test/rmse,test/r2,split,target
0.0326106995344162,0.060912638902664185,0.9804078340530396,0,IP vs SHE (eV)
0.05056135728955269,0.10303810983896255,0.9593464136123657,1,IP vs SHE (eV)
0.032410234212875366,0.05635475739836693,0.9862828850746155,2,IP vs SHE (eV)
0.03364666923880577,0.059828005731105804,0.9854732751846313,3,IP vs SHE (eV)
0.03149460628628731,0.054663196206092834,0.9870800971984863,4,IP vs SHE (eV)
