test/mae,test/rmse,test/r2,split,target
0.08418770134449,0.1229041889309883,0.9559310078620912,0,EA vs SHE (eV)
0.0764607936143875,0.131415769457817,0.9511749148368835,1,EA vs SHE (eV)
0.0510855764150619,0.0858789905905723,0.9811614751815796,2,EA vs SHE (eV)
0.0511641800403595,0.1075676158070564,0.9662215113639832,3,EA vs SHE (eV)
0.0558721385896205,0.0915897935628891,0.9765819907188416,4,EA vs SHE (eV)
0.0635125190019607,0.0964780896902084,0.9508498311042786,0,IP vs SHE (eV)
0.0583220496773719,0.1090754270553588,0.9544427990913392,1,IP vs SHE (eV)
0.0389468297362327,0.0651691481471061,0.9816563129425048,2,IP vs SHE (eV)
0.0422279201447963,0.0721634402871131,0.9788655042648317,3,IP vs SHE (eV)
0.038023293018341,0.0594456382095813,0.9847205281257628,4,IP vs SHE (eV)
