test/mae,test/rmse,test/r2,split,target
0.04737488925457,0.0728464275598526,0.9713863134384156,0,gap
0.0476932786405086,0.0751724690198898,0.9709862470626832,1,gap
0.0443920157849788,0.0806679353117942,0.96499764919281,2,gap
0.0455876514315605,0.0760246664285659,0.970008909702301,3,gap
0.0465299300849437,0.0672609955072403,0.9781869649887084,4,gap
0.0349322855472564,0.0518740117549896,0.992011547088623,0,lumo
0.0367803052067756,0.0537794530391693,0.9918435215950012,1,lumo
0.0377193875610828,0.083577387034893,0.979366421699524,2,lumo
0.0358867458999156,0.0529849827289581,0.9919535517692566,3,lumo
0.0375307016074657,0.0582542829215526,0.9902945756912231,4,lumo
