split,target,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
0,phase_label,0.2900678515434265,0.2275494337081909,0.3801781833171844
1,phase_label,0.1849084347486496,0.1490171551704406,0.4433046281337738
2,phase_label,0.1797941625118255,0.1665962040424347,0.4498556554317474
3,phase_label,0.2073944509029388,0.2100396156311035,0.5718052387237549
4,phase_label,0.3701920509338379,0.354809045791626,0.4500527381896972
