test/mae,test/rmse,test/r2,split,target
0.04292093589901924,0.07622334361076355,0.983049750328064,0,EA vs SHE (eV)
0.06461379677057266,0.10713409632444382,0.9675508141517639,1,EA vs SHE (eV)
0.04342128708958626,0.0758037194609642,0.9853224158287048,2,EA vs SHE (eV)
0.04127685725688934,0.09147652238607407,0.9755715131759644,3,EA vs SHE (eV)
0.04806157201528549,0.08651310205459595,0.979106068611145,4,EA vs SHE (eV)
