test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.3055817484855652,0.25400543212890625,0.3829805254936218,0,phase_label
0.20457875728607178,0.15860861539840698,0.4582168459892273,1,phase_label
0.16226418316364288,0.17523828148841858,0.449359655380249,2,phase_label
0.2096771001815796,0.18534401059150696,0.6229774355888367,3,phase_label
0.3135094940662384,0.3068879246711731,0.40935277938842773,4,phase_label
