test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.2361079752445221,0.1975894272327423,0.37606796622276306,0,phase_label
0.12049450725317001,0.1452178657054901,0.4478221833705902,1,phase_label
0.17777495086193085,0.15906935930252075,0.4813173711299896,2,phase_label
0.2641631066799164,0.25999587774276733,0.5807530879974365,3,phase_label
0.34171462059020996,0.32430702447891235,0.45422255992889404,4,phase_label
