acc,f1_macro,logloss,roc_auc,split,target
0.5894736842105263,0.24724061810154527,0.948694020890612,,0,phase_label
0.451081359423275,0.06907972557369293,1.7344298176909432,,1,phase_label
0.3271375464684015,0.09859943977591037,1.7835333535371258,,2,phase_label
0.25263157894736843,0.04481792717086835,4.665506650659616,,3,phase_label
0.4244604316546763,0.09932659932659932,1.5836943452143473,,4,phase_label
