acc,f1_macro,logloss,roc_auc,split,target
0.5894736842105263,0.24724061810154527,1.2483724081606855,,0,phase_label
0.3717816683831102,0.09612271329124171,1.8183445003924603,,1,phase_label
0.3271375464684015,0.09859943977591037,1.7652495154070549,,2,phase_label
0.23976608187134502,0.046499602286518824,8.32825188212225,,3,phase_label
0.35251798561151076,0.10052910052910052,1.8610877955325618,,4,phase_label
